x,y,full_id,osm_id,osm_type,amenity,name,name:kn,barrier,bicycle,foot,motorcycle,wikidata,addr:city,addr:postcode,addr:street,wheelchair,ups_school,phone,website,isced:level,operator,place,school,highway,building,email,addr:housename,designation,alt_name,fax,description,name:en,name:hi,addr:housenumber,opening_hours,cmt,ele,hdop,sat,level,entrance,access,building:levels,isced,addr:country,addr:hamlet,addr:suburb
77.5940053,12.9197208,n6349228135,6349228135,node,school,GHPS Puttayyana Palya,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪುಟ್ಟಯ್ಯನಪಾಳ್ಯ,,,,,,,,,,,,,2,Department of Education,Puttayyana Palya,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6041393,12.9242342,n6349232637,6349232637,node,school,GUHPS New Gurappana Palya,ಸರ್ಕಾರಿ ಉರ್ದು ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಹೊಸ ಗುರಪ್ಪನಪಾಳ್ಯ,,,,,,,,,,,,,2,Department of Education,Gurappana Palya,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5978472,12.9180064,n6349215701,6349215701,node,school,Sahakari Vidyakendra AHPS Jayanagar,ಸಹಕಾರಿ ವಿದ್ಯಾಕೇಂದ್ರ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಜಯನಗರ,,,,,,,,,,,,,2,Pvt. Aided,Jayanagar,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.605562,12.9188794,n6349222321,6349222321,node,school,GHPS Gurappana Palya,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗುರಪ್ಪನಪಾಳ್ಯ,,,,,,,,,,,,,2,Department of Education,Gurappana Palya,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.589132,12.9306021,n6349412964,6349412964,node,school,Adarsh KHPS,ಆದರ್ಶ್ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,,,,,,,,,,,,,2,Pvt. Aided,,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5906546,12.9339884,n6349430485,6349430485,node,school,Shree Sangameshwara KHPS Byrasandra,ಶ್ರೀ ಸಂಗಮೇಶ್ವರ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬೈರಸಂದ್ರ,,,,,,,,,,,,,2,Pvt. Aided,Byrasandra,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5918045,12.9329465,n6349356487,6349356487,node,school,GHPS(U) Byrasandra,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ (ಯು) ಬೈರಸಂದ್ರ,,,,,,,,,,,,,2,Department of Education,Byrasandra,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5882379,12.9308366,n6349390139,6349390139,node,school,Tejaswini KHPS Yadiyur,ತೇಜಸ್ವಿನಿ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಯಡಿಯೂರು,,,,,,,,,,,,,2,Pvt. Aided,Yadiyur,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6417749,12.8959966,n6349339627,6349339627,node,school,GHPS Bandepalya,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬಂಡೆಪಾಳ್ಯ,,,,,,,,,,,,,2,Department of Education,Bandepalya,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5910009,12.933863,n6349346578,6349346578,node,school,GHPS Byrasandra,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಬೈರಸಂದ್ರ,,,,,,,,,,,,,2,Department of Education,Byrasandra,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5903119,12.9179833,n6349326162,6349326162,node,school,Kumarans HPS Jayanagar,ಕುಮಾರನ್ಸ್  ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಜಯನಗರ,,,,,,,,,,,,,2,Pvt. Aided,Jayanagar,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6634399,12.921317,n6349331870,6349331870,node,school,GHPS Ibaloor,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಇಬಲೂರು,,,,,,,,,,,,,2,Department of Education Department of Education Department of Education Department of Education Department of Education,Ibaloor,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6097578,12.9063746,n6408161122,6408161122,node,school,"GLPS(U) Madina Nagar, B T M Layout W No 65","ಸರ್ಕಾರಿ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,ಮದಿನಾ ನಗರ,ಬಿ.ಟಿ.ಎಂ.ಲೇಔಟ್",,,,,,,,,,,,,1,Department of Education,BTM Layout,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6008291,12.9105841,n6408164827,6408164827,node,school,"Green Paschers KHPS Ns Palya, B T M Layout W No 65","ಗ್ರೀನ್ ಪಾಸೇರ್ಸ್ ಕೆಎಚ್ಪಿಎಸ್ ಎನ್ಎಸ್ ಪಾಳ್ಯ,  ಬಿ.ಟಿ.ಎಂ ಲೇಔಟ್",,,,,,,,,,,,,3,Private Un-Aided,BTM Layout,Higher secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6025747,12.9087576,n6406473546,6406473546,node,school,"Sri Balamuri Vidya Samste LPS, B T M Layout W No 65","ಶ್ರೀ ಬಲಮುರಿ ವಿದ್ಯಾ  ಸಂಸ್ಥೆ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,   ಬಿ.ಟಿ.ಎಂ. ಲೇಔಟ್",,,,,,,,,,,,,2,Pvt. Unaided,BTM Layout,Higher Primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6153672,12.9138593,n6408147708,6408147708,node,school,"Vidya Jyothi EHPS ,B T M Layout W No 65","ವಿದ್ಯಾ  ಜ್ಯೋತಿ ಆಂಗ್ಲ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬಿ.ಟಿ.ಎಂ.ಲೇಔಟ್",,,,,,,,,,,,,2,Private Un-Aided,B T M Layout,Higher secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.5969947,12.8846799,n6406272357,6406272357,node,school,"Aecs Magnolia Maruthi Public School, Arakere","ಎ.ಇ.ಸಿ.ಎಸ್ ಮ್ಯಾಗ್ನೋಲಿಯಾ ಮಾರುತಿ ಪಬ್ಲಿಕ್ ಶಾಲೆ, ಅರಕೆರೆ",,,,,,,,,,,,,3,Private,Arakere,Higher  Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6067335,12.9071902,n6406473545,6406473545,node,school,"Hillside Public LPS Ns Palya, B T M Layout W No 65","ಹಿಲ್‌ಸೈಡ್ ಪಬ್ಲಿಕ್ ಕಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಎನ್.ಎಸ್ ಪಾಳ್ಯ ,  ಬಿ.ಟಿ.ಎಂ. ಲೇಔಟ್",,,,,,,,,,,,,2,Private Un-Aided,BTM Layout,Higher secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6095157,12.8863886,n6406173608,6406173608,node,school,Shri Sharada Vidyanikethana Arkere,ಶ್ರೀ ಶಾರದ ವಿದ್ಯಾನಿಕೇತನ ಅರಕೆರೆ,,,,,,,,,,,,,3,Private Un-Aided,Arakere,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.5920843,12.8846325,n6406180475,6406180475,node,school,"Aradhana EHPS Arakere, Arakere",ಆರಾಧನ ಆಂಗ್ಲ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಅರಕೆರೆ,,,,,,,,,,,,,3,Private Un-Aided,Arakere,Higher secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6154402,12.9566503,n6409085052,6409085052,node,school,"Infant Indian HPS Neelasandra, Austin Town W No 71","ಇನ್ಫ್ಯಾಂಟ್ ಭಾರತೀಯ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ನೀಲಸಂದ್ರ, ಆಸ್ಟಿನ್‌ಟೌನ್‌",,,,,,,,,,,,,3,Private Un-Aided,"Vivekanagar, Austin Town",Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6140476,12.9575753,n6410768087,6410768087,node,school,"Karnataka Vidya Shala (KVS)HPS, Austin Town W No 71","ಕರ್ನಾಟಕ ವಿದ್ಯಾ ಶಾಲಾ (ಕೆವಿಎಸ್) ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಆಸ್ಟಿನ್‌ಟೌನ್‌",,,,,,,,,,,,,3,Private Un-Aided,Austin Town,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6179802,12.9572323,n6408981408,6408981408,node,school,"Babymirror HPS Vivekanagar, Austin Town W No 71",ಬೇಬಿ ಮಿರರ್ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ವಿವೇಕನಗರ ಆಸ್ಟಿನ್‌ಟೌನ್‌,,,,,,,,,,,,,3,Private Un-Aided,"Vivekanagar, Austin Town W",Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6185446,12.9541946,n6408995812,6408995812,node,school,"Bala Aesu Vidyalaya HPS Viveka, Austin Town W No 71","ಬಾಲಾ ಏಸು ವಿದ್ಯಾಲಯ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ವಿವೇಕನಗರ,ಆಸ್ಟಿನ್‌ಟೌನ್‌",,,,,,,,,,,,,2,Private Un-Aided,"Viveka, Austin Town",Higher Primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6156311,12.9219732,n6408950782,6408950782,node,school,"Our Lady Fathima HPS, B T M Layout W No 65","ಅವರ್ ಲೇಡಿ  ಫಾತೀಮ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬಿ.ಟಿ.ಎಂ ಲೇಔಟ್",,,,,,,,,,,,,3,Private Un-Aided,BTM Layout,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6112382,12.9061539,n6408962857,6408962857,node,school,"Star Ablaze Trust Sch, B T M Layout W No 65","ಸ್ಟಾರ್ ಅಬ್ಲೇಸ್ ಟ್ರಸ್ಟ್  ಶಾಲೆ ,ಬಿ.ಟಿ.ಎಂ ಲೇಔಟ್",,,,,,,,,,,,,2,Private Un-Aided,BTM  Layout,Higher Primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6121578,12.9090967,n6408863490,6408863490,node,school,"M E S HPS Kuvempunagar, B T M Layout W No 65","ಎಂ.ಇ.ಎಸ್. ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಕುವೆಂಪುನಗರ, ಬಿ.ಟಿ.ಎಂ ಲೇಔಟ್",,,,,,,,,,,,,3,Private Un-Aided,BTM Layout,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6148608,12.9190975,n6408920610,6408920610,node,school,"Jnanadegula  HPS, B T M Layout W No 65","ಜ್ಞಾನದೇಗುಲ  ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ,ಬಿ.ಟಿ.ಎಂ ಲೇಔಟ್",,,,,,,,,,,,,3,Private Un-Aided,BTM Layout,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6484692,12.9137798,n6400298824,6400298824,node,school,"Mount Carmel EHPS HSR Layout, BBMP Agara","ಮೌಂಟ್ ಕಾರ್ಮೆಲ್ ಆಂಗ್ಲ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಎಚ್‌ ಎಸ್ ಆರ್ ಲೇಔಟ್, ಬಿ.ಬಿ.ಎಂ.ಪಿ ಅಗರ",,,,,,,,,,,,,2,Private Un-Aided,HSR Layout,Higher primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6501598,12.9226909,n6400369385,6400369385,node,school,"GHS Agara, BBMP Agara","ಕೇಂಬ್ರಿಡ್ಜ್‌‌‌‌‌‌‌‌‌‌‌ ಪಬ್ಲಿಕ್ ಶಾಲೆ,ಬಿ.ಬಿ.ಎಂ.ಪಿ ಅಗರ",,,,,,,,,,,,,3,Department of Education,Agara,High  school,,,,,,,,,,,,,,,,,,,,,,,,
77.648656,12.9177887,n6400226653,6400226653,node,school,"Brilliant HPS HSR Layout, BBMP Agara","ಬ್ರಿಲಿಯಂಟ್ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ  ಎಚ್.ಎಸ್.ಆರ್ ಲೇಔಟ್,ಬಿ.ಬಿ.ಎಂ.ಪಿ ಅಗರ",,,,,,,,,,,,,2,Private Un-Aided,Hsr Layout,Higher Primary,,,,,,,,,,,,,,,,,,,,,,,,
77.650152,12.9097245,n6400279714,6400279714,node,school,"GULPS Parangipalya, BBMP Agara","ಸರ್ಕಾರಿ ಉರ್ದು ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಪರಂಗಿಪಾಳ್ಯ,  ಬಿ.ಬಿ.ಎಂ.ಪಿ ಅಗರ",,,,,,,,,,,,,1,Department of Education,Parangipalya,,,,,,,,,,,,,,,,,,,,,,,,,
77.6102069,12.9665748,n6349597045,6349597045,node,school,Sacred Heart Boy's Pry School Richmond Town,ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ಸ್ ಬಾಲಕರ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ರಿಚ್‌ಮಂಡ್ ಟೌನ್,,,,,,,,,,,,,2,Pvt. Aided,Richmond Town,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6717128,12.8539353,n6364133318,6364133318,node,school,GHPS Govindashetty Palya,ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಗೋವಿಂದಶೆಟ್ಟಿ  ಪಾಳ್ಯ,,,,,,,,,,,,,2,Department of Education,ಗೋವಿಂದಶೆಟ್ಟಿ  ಪಾಳ್ಯ,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6088007,12.93132,n6349591431,6349591431,node,school,Francescon S G Palya,ಫ್ರಾನ್ಸೆಸ್ಕಾನ್ ಎಸ್.ಜಿ ಪಾಳ್ಯ,,,,,,,,,,,,,2,Pvt. Aided,S G Palya,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6026724,12.9693431,n6349596386,6349596386,node,school,Sacred Heart Girls High school Richmond Town,ಸೇಕ್ರೆಡ್ ಹಾರ್ಟ್ ಬಾಲಕಿಯರ ಪ್ರೌಢಶಾಲೆ ರಿಚ್‌ಮಂಡ್ ಟೌನ್,,,,,,,,,,,,,2,Department of Education,Richmond Town,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6046093,12.8841673,n6405566811,6405566811,node,school,"J P Vidyakendra School, Arakere","ಜೆ.ಪಿ. ವಿದ್ಯಾಕೇಂದ್ರ ಶಾಲೆ, ಅರಕೆರೆ",,,,,,,,,,,,,2,Private Un-Aided,Arakere,Upper primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5906518,12.884934,n6406118217,6406118217,node,school,"Shine Eng School, Arakere","ಶೈನ್ ಆಂಗ್ಲ  ಶಾಲೆ, ಅರಕೆರೆ",,,,,,,,,,,,,1,Private Un-Aided,Arakere,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6028827,12.8869151,n6405531177,6405531177,node,school,"Marry Immaculate School, Arakere","ಮೇರಿ ಇಮ್ಮ್ಯಾಕ್ಯುಲೇಟ್ ಶಾಲೆ, ಅರಕೆರೆ",,,,,,,,,,,,,2,Private,Arakere,Higher primary,,,,,,,,,,,,,,,,,,,,,,,,
77.6080296,12.8847701,n6405552609,6405552609,node,school,"Divya Jyothi HS, Arakere","ದಿವ್ಯ ಜ್ಯೋತಿ ಪ್ರೌಢಶಾಲೆ, ಅರಕೆರೆ",,,,,,,,,,,,,3,Private Un-Aided,Arakere,Higher secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.5917402,12.8851154,n6400468408,6400468408,node,school,Aradhana KHPS Arakere,ಆರಾಧನ ಕನ್ನಡ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಅರಕೆರೆ,,,,,,,,,,,,,3,Private Un-Aided,Arakere,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.6057027,12.8888039,n6400494675,6400494675,node,school,Dayana Memorial HPS Arakere,ಡಯಾನಾ ಸ್ಮಾರಕ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ಅರಕೆರೆ,,,,,,,,,,,,,2,Private Un-Aided,Arakere,Higher primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5626375,12.8586411,n6400386412,6400386412,node,school,"Florence Public School 4th Blk, Anjanapura","ಫ್ಲಾರೆನ್ಸ್  ಪಬ್ಲಿಕ್ ಶಾಲೆ ೪ನೇ ಬ್ಲಾಕ್, ಆಂಜನಾಪುರ",,,,,,,,,,,,,3,Private Un-Aided,Anjanapura,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.5677765,12.8598087,n6400392576,6400392576,node,school,"Mvs HPS, Anjanapura","ಎಂ.ವಿ.ಎಸ್  ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ ,ಆಂಜನಾಪುರ",,,,,,,,,,,,,3,Private Un-Aided,Anjanapura,Higher secondary,,,,,,,,,,,,,,,,,,,,,,,,
77.5994637,12.9430867,n579371985,579371985,node,school,Madrasa-e Arabiya,ಮದ್ರಸ ಎ ಅರಬಿಯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6171575,13.1508901,n593132455,593132455,node,school,Stonehill International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5425855,12.9871857,n529781025,529781025,node,school,VVS Girls College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5780313,13.0064539,n573333532,573333532,node,school,Stella Maris School,ಸ್ಟೆಲ್ಲಾ ಮಾರಿಸ್ ಶಾಲೆ,,,,,,,,Sankey Tank Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5423272,12.9965228,n519549757,519549757,node,school,St Charles High School,,,,,,,"Basaveshwara Nagar, Bangalore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5442935,12.9885908,n529780984,529780984,node,school,Carmel High School,ಕಾರ್ಮೆಲ್ ಪ್ರೌಡಶಾಲೆ,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7187289,12.9953577,n515657622,515657622,node,school,Hoodi Primary School,ಹೂಡಿ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7167666,12.9934221,n518624061,518624061,node,school,Hoodi High School,ಹೂಡಿ ಪ್ರೌಡಶಾಲೆ,,,,,,,,Hoodi Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6139658,12.9496275,n663604709,663604709,node,school,Government School,ಸರ್ಕಾರಿ ಶಾಲೆ,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6143357,12.9497624,n663604710,663604710,node,school,Methodist church school,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5683888,12.9921674,n663604695,663604695,node,school,Deccan school,,,,,,,,,,no,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5684205,12.991587,n663604698,663604698,node,school,Anganavadi,ಅಂಗನವಾಡಿ,,,,,,,,,no,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5621798,13.0092653,n608492745,608492745,node,school,Vani Vilas,ವಾಣಿ ವಿಲಾಸ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6175314,12.946945,n662761071,662761071,node,school,St. Sara's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5683395,13.0011737,n598212615,598212615,node,school,B. P. Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5416305,13.0457661,n598947938,598947938,node,school,Father Mathews School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6327504,13.0557708,n412681648,412681648,node,school,Manasa Public School,ಮಾನಸ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6387738,13.0384174,n417894271,417894271,node,school,United Public School,ಯುನೈಟೆಡ್ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6342169,13.0483112,n391929291,391929291,node,school,Swamy Vivekananda Primary and High School,ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6350463,13.0989262,n410861199,410861199,node,school,Golden Chariot Public School,ಗೋಲ್ಡನ್ ಚಾರಿಯಟ್ ಪಬ್ಲಿಕ್ ಸ್ಕೂಲ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6518327,12.9187503,n263472508,263472508,node,school,Angel Heart Montessori Play School,ಅಂಜೆಲ್ ಹಾರ್ಟ್ ಮಂಟೆಸ್ಸರಿ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6465395,13.0474131,n330375918,330375918,node,,,,entrance,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6025994,12.8772119,n247966855,247966855,node,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6017107,12.9702675,n459811969,459811969,node,school,Bishop Cottons Girls High School,ಬಿಶಪ್ ಕಾಟನ್ಸ್ ಬಾಲಕಿಯರ ಪ್ರೌಡ ಶಾಲೆ,,,,,Q4917523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7183757,12.9853135,n514307734,514307734,node,school,Gopalan International Schoool,ಗೊಪಲನ್ ಅಂತರಾಷ್ಟ್ರೀಯ ಶಾಲೆ,,,,,,"Hoodi, Mahadevapura, Bangalore",560048,Basava Nagar Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6037259,12.9678783,n459811952,459811952,node,school,Saint Anthony's Boys School,ಸಂತ ಅಂತೊನಿಸ್ ಬಾಲಕರ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6033897,12.9694218,n459811954,459811954,node,school,Sacred Hearts Girls School,ಸೇಕ್ರಡ್ ಹಾರ್ಟ್ಸ್ ಬಾಲಕಿಯರ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6427683,13.0371969,n443615005,443615005,node,school,Yuvalok School,ಯುವಲೊಕ್ ಸ್ಕೂಲ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6437784,13.0317498,n443615521,443615521,node,school,Sinclairs High School,ಸಿಂಕ್ಲೇರ್ಸ್ ಪ್ರೌಡಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.647491,13.0545448,n420087897,420087897,node,school,Teresa Bacq School,ತೆರೆಸಾ ಬಕ್ ಸ್ಕೂಲ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.6885541,13.0519542,n440668799,440668799,node,school,L.B.S. School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5816474,12.9229013,n1015924294,1015924294,node,school,Good Shepherd School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5778773,12.9271452,n1015924308,1015924308,node,school,Nehru Smaraka Vidya Kendra,ನೆಹರು ಸ್ಮಾರಕ ವಿದ್ಯ ಕೇಂದ್ರ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5874849,12.9340338,n1015924266,1015924266,node,school,Saraswati Vidya Mandir,ಸರಸ್ವತಿ ವಿದ್ಯ ಮಂದಿರ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5846782,12.9240904,n1015924279,1015924279,node,school,MES School 4th Blk Jayanagar,ಎಂ.ಇ.ಎಸ್‌ ಶಾಲೆ ೪ನೇ ಬ್ಲಾಕ್ ಜಯನಗರ,,,,,,,,,,,,,2,Department of Education,Jayanagar,primary,,,,,,,,,,,,,,,,,,,,,,,,
77.5925109,12.9217736,n1015924248,1015924248,node,school,Holy Saint English School,ಹೊಲಿ ಸೆಂಟ್ ಆಂಗ್ಲ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5846934,12.923826,n1015924261,1015924261,node,school,Holy Christ English School,ಹೊಲಿ ಕ್ರೈಸ್ಟ್ ಆಂಗ್ಲ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.75306,12.969886,n989770912,989770912,node,school,Government School,ಸರ್ಕಾರಿ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5865932,12.9273921,n1015924244,1015924244,node,school,Geeta HPS,ಗೀತ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7250546,12.9781581,n1093355147,1093355147,node,school,Jetking Computer Hardware and Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5939566,13.0592352,n1097927623,1097927623,node,school,Green Country Public School,,,,,,,,,Bellary Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7476906,12.9625721,n1078316967,1078316967,node,school,Neev School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5502862,12.9095131,n1085786963,1085786963,node,school,Bangalore International Public School,,,,,,,,,Uttarahalli Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7314095,12.963367,n1066041424,1066041424,node,school,The Dunmore House Preschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7328021,12.962748,n1066041440,1066041440,node,school,Bright Beginnings Preschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.5841184,12.9387689,n1015924313,1015924313,node,school,Community English High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.7107888,12.9455632,n1037974197,1037974197,node,,,,gate,,,,,,,,,,,,,,,,,entrance,,,,,,,,,,,,,,,,,,,,,,
77.6116922,12.9141469,n949313546,949313546,node,school,"St Josephs Eng Pri Sch, B T M Layout W No 65","ಸೆಂಟ್‌ ಜೋಸೆಫ್ ಆಂಗ್ಲ ಪ್ರಾಥಮಿಕ ಶಾಲೆ, ಬಿ.ಟಿ.ಎಂ ಲೇಔಟ್",,,,,,,,,,,,,3,Higher Secondary,B T M Layout,Higher Secondary,,,,,,,,,,,,,,,,,,,,,,,,
